timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1681704208506,408,Get User,404,Not Found,Thread Group 1-1,text,false,,691,130,1,1,https://reqres.in/api/users?id=272,408,0,0
1681704208914,680,Get User,404,Not Found,Thread Group 1-1,text,false,,687,130,1,1,https://reqres.in/api/users?id=273,680,0,0
1681704209595,437,Get User,404,Not Found,Thread Group 1-1,text,false,,693,130,1,1,https://reqres.in/api/users?id=274,437,0,0
1681704210036,419,Get User,404,Not Found,Thread Group 1-1,text,false,,689,130,1,1,https://reqres.in/api/users?id=275,419,0,0
1681704210455,405,Get User,404,Not Found,Thread Group 1-1,text,false,,687,130,1,1,https://reqres.in/api/users?id=276,405,0,0
1681704210860,742,Get User,404,Not Found,Thread Group 1-1,text,false,,694,130,1,1,https://reqres.in/api/users?id=277,742,0,0
1681704211602,394,Get User,404,Not Found,Thread Group 1-1,text,false,,692,130,1,1,https://reqres.in/api/users?id=278,394,0,0
1681704211996,395,Get User,404,Not Found,Thread Group 1-1,text,false,,692,130,1,1,https://reqres.in/api/users?id=279,395,0,0
1681704212391,416,Get User,404,Not Found,Thread Group 1-1,text,false,,690,130,1,1,https://reqres.in/api/users?id=280,416,0,0
1681704212807,403,Get User,404,Not Found,Thread Group 1-1,text,false,,696,130,1,1,https://reqres.in/api/users?id=281,403,0,0
1681704213210,398,Get User,404,Not Found,Thread Group 1-1,text,false,,690,130,1,1,https://reqres.in/api/users?id=282,398,0,0
1681704213609,543,Get User,404,Not Found,Thread Group 1-1,text,false,,687,130,1,1,https://reqres.in/api/users?id=283,543,0,153
1681704214153,399,Get User,404,Not Found,Thread Group 1-1,text,false,,687,130,1,1,https://reqres.in/api/users?id=284,399,0,0
1681704214552,401,Get User,404,Not Found,Thread Group 1-1,text,false,,695,130,1,1,https://reqres.in/api/users?id=285,401,0,0
1681704214954,667,Get User,404,Not Found,Thread Group 1-1,text,false,,687,130,1,1,https://reqres.in/api/users?id=286,667,0,0
1681704215621,393,Get User,404,Not Found,Thread Group 1-1,text,false,,699,130,1,1,https://reqres.in/api/users?id=287,393,0,0
1681704216015,638,Get User,404,Not Found,Thread Group 1-1,text,false,,689,130,1,1,https://reqres.in/api/users?id=288,638,0,0
1681704216654,411,Get User,404,Not Found,Thread Group 1-1,text,false,,689,130,1,1,https://reqres.in/api/users?id=289,411,0,0
1681704217065,406,Get User,404,Not Found,Thread Group 1-1,text,false,,697,130,1,1,https://reqres.in/api/users?id=290,406,0,0
1681704217471,396,Get User,404,Not Found,Thread Group 1-1,text,false,,689,130,1,1,https://reqres.in/api/users?id=291,396,0,0
1681704217867,399,Get User,404,Not Found,Thread Group 1-1,text,false,,693,130,1,1,https://reqres.in/api/users?id=292,399,0,0
1681704218267,419,Get User,404,Not Found,Thread Group 1-1,text,false,,689,130,1,1,https://reqres.in/api/users?id=293,419,0,0
1681704218685,406,Get User,404,Not Found,Thread Group 1-1,text,false,,693,130,1,1,https://reqres.in/api/users?id=294,406,0,0
1681704219091,393,Get User,404,Not Found,Thread Group 1-1,text,false,,689,130,1,1,https://reqres.in/api/users?id=295,393,0,0
1681704219485,389,Get User,404,Not Found,Thread Group 1-1,text,false,,691,130,1,1,https://reqres.in/api/users?id=296,389,0,0
1681704219874,403,Get User,404,Not Found,Thread Group 1-1,text,false,,695,130,1,1,https://reqres.in/api/users?id=297,403,0,0
1681704220277,397,Get User,404,Not Found,Thread Group 1-1,text,false,,695,130,1,1,https://reqres.in/api/users?id=298,397,0,0
1681704220674,404,Get User,404,Not Found,Thread Group 1-1,text,false,,691,130,1,1,https://reqres.in/api/users?id=299,404,0,0
1681704221081,52,Get User,200,OK,Thread Group 1-1,text,true,,999,128,1,1,https://reqres.in/api/users?id=1,52,0,0
